Children,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Age,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Prefer not to answer,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,InternetService_DSL,InternetService_Fiber Optic,InternetService_No service,Contract_Month-to-month,Contract_One year,Contract_Two Year,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Churn
1,1,0,0,1,1,1,0,1,1,83,3.954689282,162.3047822,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1,1,1,1,1,1,0,0,1,1,68,70.28492,217.4188,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,0,0,0,0,0,1,53,15.36862,112.6922,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2,1,1,1,1,1,1,1,0,0,76,20.93887792,200.4893429,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3,1,1,0,1,0,0,1,0,1,21,11.55831086,193.7423093,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
3,1,0,1,1,1,1,0,0,1,23,59.91013,190.8827,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,1,1,1,55,10.46190099,221.0050032,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,0,0,0,0,1,0,1,53,67.06183,150.2634,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
2,1,0,0,1,1,0,1,1,1,53,1.548600048,241.9929729,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,1,0,0,0,1,0,53,52.03501,170.6216,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0,1,1,0,1,1,1,31,12.49619764,223.2266942,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
1,0,0,1,0,0,0,0,0,1,29,60.07253,94.0994,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,1,1,0,1,1,0,28,25.69630523,225.8796713,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
5,0,0,0,1,1,0,0,0,1,53,50.07627,147.0732,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,1,1,0,1,1,1,53,10.57197066,242.8317384,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,0,1,0,1,1,1,53,60.34589,252.515,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,1,30,67.34697,111.016,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3,1,1,0,0,1,0,1,0,1,58,36.19603,161.3951,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,44,4.510318232,137.2730392,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,1,0,1,0,0,1,55,70.82774,114.3609,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,1,1,1,0,1,1,53,36.19603,174.8495,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
3,0,1,1,1,0,0,0,0,1,89,5.798532598,139.4922132,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4,1,1,0,1,0,0,1,1,0,35,5.643360294,264.0855897,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
1,0,0,1,1,1,0,0,1,0,53,63.18349,185.7005,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3,1,0,1,0,1,1,0,1,1,53,37.36723,174.1987,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4,1,1,0,0,0,0,0,0,1,75,68.22903,146.6657,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,0,0,1,1,1,1,53,1.063338,233.2774,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,1,1,0,0,0,0,0,1,0,53,6.945736396,160.4473126,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1,1,0,1,0,0,1,0,1,53,53.58396,192.5218,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,1,0,0,1,1,1,64,36.26479,198.1838,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,1,0,0,0,0,1,72,56.21686,101.138,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
4,1,0,1,0,0,0,1,0,0,65,10.81273093,153.1770994,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,1,0,0,1,0,0,1,0,1,65,4.164919,159.9235,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
10,1,1,0,0,0,0,0,1,0,73,43.29451,180.5382,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,1,1,1,1,0,1,52,10.86199006,183.3561938,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,1,1,0,1,1,1,79,12.58298231,276.0538352,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,1,0,1,1,0,1,84,36.19603,139.5045,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,1,1,85,56.51994,182.7082,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,1,1,0,1,0,53,66.7439,194.9741,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,0,0,1,1,1,1,53,36.19603,251.9259,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,1,0,1,0,0,0,53,59.43728,160.9445,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
3,1,1,1,1,1,0,0,1,0,83,7.000993555,184.4015581,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,1,1,0,0,0,1,0,57,52.3499,200.3919,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
8,1,0,0,0,0,0,1,0,0,55,52.3927,138.1236,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,1,0,0,1,1,0,53,7.283667,230.2741,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,1,1,0,1,1,1,0,0,1,53,1.018519598,159.1804067,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,1,0,1,53,12.17300097,150.8732562,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4,1,0,1,1,0,0,0,0,1,61,65.25348,138.3766,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3,1,1,0,1,0,1,0,1,1,72,22.7117,182.6835,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,1,0,0,0,0,1,32,2.921217,144.6867,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5,1,1,1,0,0,1,1,1,1,44,50.64337,235.2974,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2,1,0,1,0,1,0,1,1,1,67,55.06671,222.0738,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,1,0,1,1,1,1,38,66.0517,243.4357,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,1,0,1,0,0,1,43,36.19603,179.6999251,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4,1,1,0,0,0,0,0,0,0,28,1.662826246,143.9345594,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
3,1,1,0,1,1,0,0,0,1,53,59.15713,147.061,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,1,0,0,0,0,1,0,53,8.249104,116.7243,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,1,1,1,1,0,0,1,35,36.19603,143.7127,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3,0,0,1,1,0,0,1,1,1,30,36.19603,232.6503858,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,0,1,0,1,0,0,1,78,65.24071,115.8512,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0,1,1,1,0,1,76,16.15139383,197.4080895,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,0,1,1,1,0,0,1,0,57,1.895979018,152.0980799,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
2,1,1,0,1,1,0,0,1,1,53,71.8851,214.8981,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7,1,0,1,0,0,0,0,1,1,53,68.17457,151.5689,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3,1,1,0,1,1,0,0,0,1,53,41.54053,181.1245,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,1,67,4.784022,125.3372,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,1,0,0,1,0,0,1,1,0,41,71.51954,229.5324,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,1,1,1,63,15.31997698,219.7040269,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
0,1,1,1,1,0,0,1,1,1,53,58.15583,243.1756,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1,1,0,0,0,0,1,0,1,53,52.59552,149.8751,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
9,1,0,0,1,0,1,0,0,1,57,67.20609,128.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4,0,0,1,1,1,1,0,1,0,70,23.12261,165.4004,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
1,1,1,1,0,1,1,0,0,0,53,58.86869,153.0896,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,0,1,0,1,0,0,1,1,53,12.67469,130.9097,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2,1,1,0,0,0,0,0,0,0,34,7.231032028,125.3158375,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2,0,0,1,0,1,0,1,0,1,53,61.77813,121.233,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,0,1,0,0,1,0,50,36.19603,172.2969,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3,1,1,0,0,0,1,1,0,0,89,11.08150154,181.2073254,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,1,0,0,0,1,1,0,1,65,4.266309981,178.5358765,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
0,1,0,0,1,0,1,0,0,1,61,36.19603,126.4431,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,1,0,60,64.69309,160.7494,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,0,0,0,1,0,0,23,64.44732,149.9864,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,0,0,0,0,0,1,0,0,87,44.59709,137.6358,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3,1,0,0,0,1,0,1,0,1,19,6.446693,130.495,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,0,1,1,0,0,1,27,54.21518,136.984,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,1,0,1,1,1,1,43,68.08911,258.2453,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3,1,0,0,1,0,1,0,1,0,19,69.2394,162.2857,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,0,1,1,0,36,67.08693,269.7401,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
6,1,1,0,1,1,0,0,1,0,53,20.0119,194.5055,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,1,1,1,0,1,0,1,71,36.19603,219.8406,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,1,0,1,0,0,1,0,1,0,52,71.39698,143.0345,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,27,39.5421,127.413,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1,0,0,0,1,1,0,1,1,60,69.04134,152.3144,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,0,1,1,0,1,83,9.88774563,139.5996174,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,0,1,1,1,0,1,35,10.34327947,162.4208386,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,1,1,0,1,0,1,53,19.28013343,205.8910811,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3,1,0,0,1,1,0,1,1,1,42,54.55822,234.7377,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,62,67.76579,151.1387,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,1,0,0,1,27,2.611838,124.9045,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,0,1,1,0,0,0,0,0,53,71.4249,150.4849,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,1,1,0,0,0,0,1,0,53,24.8868126,183.9559328,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,0,0,0,1,0,1,1,0,0,57,36.19603,172.1601766,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
7,1,0,0,1,0,1,1,1,1,31,55.31399,242.9361,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,0,1,25,50.72837,222.0701,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,0,0,1,0,1,0,0,58,13.98666226,131.1822001,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2,1,0,0,0,0,0,1,1,1,24,4.676474348,187.6913469,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,1,1,1,1,1,0,80,14.14101821,268.8522571,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
3,1,1,0,0,1,1,1,0,1,32,44.89823,194.82,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,1,1,0,0,0,1,55,15.97494301,162.4093844,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
3,1,0,1,0,1,0,0,1,1,21,2.176948,129.7489,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,1,0,53,36.19603,150.8963,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2,1,0,0,1,0,1,1,0,1,27,1.887597,170.5868,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,1,0,0,0,0,1,0,1,77,6.630699637,170.0859594,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,1,1,53,59.92546,148.1869,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,0,0,0,0,0,1,38,69.55373,94.76092,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4,1,0,0,1,1,1,0,0,1,23,41.97598,160.036,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,0,1,0,1,1,0,1,79,36.19603,186.6141,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,1,1,1,1,0,0,1,0,0,27,56.68304,196.2753,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
4,1,0,0,0,0,1,0,0,0,53,19.26464857,107.0378178,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,0,1,1,1,0,1,1,0,30,11.36937894,224.7277176,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1,0,1,1,0,0,1,66,1.939549257,153.0311665,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1,1,1,1,0,0,1,74,63.43732,195.4913,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,1,0,1,0,0,1,0,1,43,36.19603,192.0687,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,0,1,0,0,1,1,0,0,42,65.34217,151.4102,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,1,53,36.19603,139.9229,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,0,0,1,0,0,0,1,1,82,71.4569,169.7243,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,1,1,1,0,38,58.67143,220.9041,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,1,0,0,1,0,0,1,0,1,77,70.92476,138.195,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2,1,1,1,1,1,0,0,1,0,76,70.27195,217.0958,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
5,1,1,0,0,0,0,0,1,0,53,60.69402,179.3707,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,1,1,0,1,53,54.91727,138.7098,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,1,0,0,1,1,60,7.279044337,159.1384413,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
4,1,1,1,0,0,0,0,1,1,69,6.783568,182.7936,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1,1,1,0,0,0,0,1,0,1,53,14.86270396,135.1002019,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3,1,1,0,1,0,1,0,1,0,37,6.465898,214.2221,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1,0,0,20,6.678176681,139.2392866,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
6,1,1,1,1,1,0,0,1,1,53,36.19603,186.8322,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1,1,0,1,0,1,27,36.19603,190.229,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,1,1,1,0,1,1,1,20,46.24205,225.458,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
5,1,0,1,0,1,1,0,1,0,46,58.43007,157.6068,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3,1,1,0,0,0,0,1,0,0,66,59.96515,169.934,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,0,0,0,1,83,62.50904,113.2423,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4,0,0,0,1,0,0,1,0,0,49,59.82583,138.8261,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,53,70.2187,146.2511,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,0,1,1,1,0,0,0,55,36.19603,193.1051255,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0,73,51.4203,162.0645,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
3,1,0,1,1,1,0,0,0,1,51,6.531735637,149.8681392,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
1,1,1,1,0,0,0,1,1,1,27,26.91021,212.0953,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2,1,1,0,0,1,0,1,1,1,53,63.73429,234.1527,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,1,0,0,1,1,0,0,0,24,1.649887,136.1094,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,0,1,1,0,1,0,0,0,78,71.03451,117.0874,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,0,1,1,1,0,0,37,62.20392,176.0299,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1,1,0,1,0,1,1,0,0,53,8.596278,183.9631,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
8,0,1,0,0,0,0,0,0,1,51,65.61605,112.5602,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3,0,1,0,0,0,1,0,0,1,58,13.33383,157.097,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4,1,0,0,1,0,1,1,0,0,49,14.37480684,172.2649883,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1,0,1,1,1,0,1,1,0,70,66.47606,225.7797,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2,1,0,0,1,1,1,1,0,1,23,6.477458,152.2345,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,1,1,0,1,1,1,0,1,1,23,70.68154,228.4105,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,1,1,1,1,0,1,53,7.251397592,196.0942607,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
10,1,0,0,1,0,1,1,1,1,53,64.83209,243.7291,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5,1,1,0,1,0,0,0,1,0,32,8.324111,180.7035,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
6,1,0,0,0,1,0,0,0,1,21,1.900670877,125.0984068,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2,1,1,0,1,1,0,1,0,1,62,36.19603,172.3184,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,1,0,0,0,0,21,5.623623,137.7988,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,0,0,1,0,1,0,1,61,5.276321,161.575,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1,1,1,0,1,1,1,0,1,32,10.97775,162.1665,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0,0,1,0,1,1,1,45,56.61608,198.3771,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4,1,0,0,1,1,1,0,0,1,39,64.92325,141.2507,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,1,1,1,0,0,0,1,1,1,53,3.402225,222.1721,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,1,1,1,1,0,0,1,0,53,36.19603,198.5369016,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
0,1,0,0,1,1,0,1,1,0,48,54.57985,211.1738,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,1,0,1,0,0,1,0,1,45,60.45725,189.952,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,1,0,0,1,0,0,1,0,1,25,46.77244,128.6117,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1,48,49.35209,141.2485,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,1,0,0,1,0,1,1,0,53,54.54538,219.0194,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,0,1,0,1,0,0,53,55.47116,129.5479,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,1,0,0,0,0,1,0,0,34,4.480346,150.9519,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,0,0,0,0,0,1,0,46,3.878332,172.2679,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
3,1,0,0,0,0,0,1,1,1,19,47.12803,175.202,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,1,0,1,0,0,0,0,72,14.06970055,127.3861881,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,1,1,71,4.38777,125.9234,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2,1,1,1,1,1,0,0,0,1,60,13.03956748,148.3712949,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1,0,0,1,1,0,1,1,0,53,1.999262,242.5686,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
0,1,0,1,1,1,1,1,0,0,47,56.69865,188.0525,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,0,0,0,1,0,0,49,10.02376,150.0049,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0,1,1,0,0,1,0,1,0,1,57,40.32467,181.5095,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
3,1,0,0,0,0,0,0,0,1,25,62.59775,92.28966,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,1,1,0,0,0,0,1,1,1,41,71.02583,219.4249,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,1,69,36.19603,101.8462167,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2,1,1,1,0,1,1,1,1,1,89,19.04207,266.798,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
2,1,0,0,0,1,1,1,1,0,53,2.279259145,212.2466982,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1,0,0,1,0,1,1,1,0,53,56.76973,241.2293,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,27,2.243757398,148.3289481,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
