Unnamed: 0,Children,Age,Income,Bandwidth_GB_Year,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Responses,Solutions,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyGender,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingMovies,DummyStreamingTV,DummyPaperlessBilling,Outage_sec_perweek
9490,3.0,69.0,33186.785,5921.84,6,2,0,57.92283,235.7798,5,4,4,2,4,5,4,4,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,7.679105
9491,3.0,53.0,34642.75,4730.054,13,0,0,42.74753,214.1349,1,2,3,4,3,2,2,3,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,12.32412
9492,1.0,53.0,25125.45,5583.9,12,1,0,54.87013,234.4605,4,4,4,4,2,4,4,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,9.840791
9493,0.0,72.0,42723.32,4752.863,12,1,0,55.74944,147.1959,2,2,2,3,4,1,1,3,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,14.47265
9494,1.0,45.0,13399.38,6378.989,10,0,0,71.83314,117.0975,3,3,3,3,2,4,4,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8.600853
9495,3.0,83.0,45244.55,5857.937,15,1,1,66.75045,192.3394,3,4,4,4,4,4,4,4,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,10.20111
9496,1.0,88.0,20845.55,3643.38,13,3,0,43.01015,165.8031,3,4,3,3,4,3,3,4,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,6.509181
9497,0.0,30.0,74742.53,5071.72,7,1,0,55.81802,195.9403,3,5,4,5,3,5,3,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,10.99725
9498,4.0,36.0,33186.785,5444.826,9,3,0,59.54373,215.9455,5,3,3,2,5,3,2,3,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,4.198963
9499,0.0,53.0,46323.88,4422.02,9,0,1,51.43424,170.5846,3,3,3,2,4,3,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,14.84171
9500,0.0,53.0,33186.785,6101.797,11,1,0,36.19603,173.8834,2,2,3,3,5,2,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,6.590642
9501,1.0,67.0,37460.94,5749.199,14,0,1,65.44538,205.1471,3,3,2,4,3,4,5,4,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,6.240704
9502,2.0,53.0,10570.54,6406.813,12,1,0,68.9536,253.6589,2,3,3,3,4,4,3,3,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,8.076069
9503,1.0,40.0,50455.61,3382.424,14,0,0,62.07809,173.3431,4,4,4,5,4,4,5,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,40.22016
9504,3.0,84.0,33186.785,5640.22,16,0,0,65.19899,130.115,4,4,5,3,5,4,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7.793141
9505,2.0,66.0,97499.39,4535.472,12,1,0,53.37805,125.9948,2,2,2,3,3,3,4,5,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,11.89621
9506,0.0,79.0,33186.785,5539.852,10,2,1,64.94288,140.8394,1,1,2,4,3,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.07579
9507,1.0,85.0,58485.86,4364.212,13,0,0,36.19603,204.782,4,4,3,4,3,5,4,4,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,9.027164
9508,4.0,53.0,31975.58,5702.76,7,1,1,55.87037,241.993,5,3,4,5,2,5,3,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,43.27632
9509,1.0,44.0,33186.785,5084.626,11,0,0,53.28955,141.3965,4,4,5,3,3,5,4,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,9.711678
9510,1.0,30.0,52859.9,5573.58,17,0,1,63.05783,171.4038,3,4,3,5,3,3,4,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,12.24358
9511,2.0,53.0,9373.48,5910.676,10,1,0,62.28135,128.1124,3,3,1,2,6,3,3,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,11.92053
9512,3.0,68.0,33186.785,3382.424,14,1,0,36.19603,170.4112,3,3,2,3,4,3,5,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,8.237219
9513,2.0,53.0,33186.785,4479.265,11,1,1,48.24148,187.3977,3,2,4,3,4,3,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11.70594
9514,0.0,38.0,33186.785,5084.759,10,0,1,58.66601,104.4232,4,2,5,2,4,3,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.949397
9515,2.0,31.0,11730.68,5758.7,11,2,2,36.19603,185.6305,2,3,3,3,4,3,3,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,7.713076
9516,1.0,38.0,33186.785,4305.698,8,0,1,47.79913,170.4741,5,5,4,5,3,4,4,5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9.654371
9517,0.0,54.0,26701.99,5031.554,9,0,0,54.89306,230.3522,4,5,4,3,4,3,3,5,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,8.522984
9518,1.0,84.0,33186.785,5998.639,13,1,1,67.10378,181.7732,5,6,6,2,4,3,4,2,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,8.181319
9519,2.0,67.0,64695.35,3382.424,13,1,2,63.72204,162.1434,5,5,5,4,3,3,5,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,11.4628
9520,1.0,52.0,18846.68,5730.642,10,1,0,66.89696,175.6675,3,4,5,3,4,4,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,39.70337
9521,4.0,53.0,33186.785,6059.961,16,1,0,71.23043,190.485,3,3,2,4,3,4,3,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,36.9284
9522,0.0,71.0,20168.84,5498.126,9,2,0,60.33663,274.8048,3,2,3,3,4,4,3,3,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,11.30293
9523,1.0,76.0,33186.785,6099.844,14,2,1,59.98562,203.22,4,4,4,5,2,5,5,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,8.170525
9524,1.0,53.0,24408.14,6361.937,13,1,1,67.67761,243.7642,5,6,4,2,3,5,5,4,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,12.85347
9525,0.0,27.0,33186.785,3382.424,17,2,0,61.50738,148.5634,4,3,4,3,3,5,4,3,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,5.689413
9526,1.0,53.0,33186.785,3954.171,8,0,1,45.65226,148.7169,4,4,4,5,3,5,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5.495363
9527,1.0,53.0,33186.785,5949.915,14,0,0,64.68955,196.7741,4,4,3,4,3,3,4,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,8.872429
9528,5.0,53.0,11700.78,5931.843,10,1,0,61.83307,278.1949,5,5,4,3,4,4,3,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,7.332466
9529,3.0,52.0,20845.37,6136.654,10,0,0,70.36396,127.4973,3,3,4,2,5,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,9.486096
9530,3.0,78.0,60088.68,5921.502,17,1,0,66.73461,207.5014,4,4,3,4,3,3,6,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,13.16027
9531,1.0,68.0,33186.785,4670.327,5,1,2,52.38371,214.6241,4,5,4,1,6,2,3,3,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,10.0422
9532,1.0,53.0,33186.785,6412.994,12,2,0,69.60264,141.2308,4,4,3,4,3,4,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,12.13994
9533,3.0,55.0,33186.785,5623.802,13,2,1,63.75865,117.9433,3,2,4,4,2,4,3,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,13.3729
9534,1.0,53.0,10927.09,5218.302,12,1,0,58.20259,189.0728,3,3,2,5,3,4,4,4,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,34.13401
9535,0.0,58.0,58106.82,5878.395,16,0,0,67.95509,127.8485,4,4,2,4,4,4,5,5,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,9.388841
9536,1.0,46.0,7563.51,6139.695,10,0,0,67.6308,187.2417,4,3,3,3,5,2,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,10.81404
9537,3.0,53.0,33186.785,3382.424,13,0,0,58.87396,115.9966,3,3,3,4,3,4,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.211689
9538,1.0,35.0,26501.33,4933.194,11,0,0,56.29659,160.6922,4,5,4,3,3,3,4,5,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,12.58083
9539,1.0,42.0,11472.98,5748.621,13,1,0,66.68553,139.3387,3,3,4,4,2,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,7.413709
9540,1.0,27.0,21569.07,5881.612,10,2,1,60.64369,165.158,5,4,5,4,4,3,3,4,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,9.778633
9541,1.0,71.0,20117.04,4782.774,14,1,0,52.78581,105.0427,5,5,4,3,4,4,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.890148
9542,3.0,56.0,37849.41,5420.694,8,3,0,61.78618,126.4026,4,3,4,5,1,5,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,6.775291
9543,4.0,80.0,33186.785,4836.771,9,1,1,56.8243,126.4914,5,4,4,3,3,5,4,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9.658334
9544,1.0,63.0,33126.69,6074.155,9,0,1,59.97134,237.9965,3,3,5,3,3,4,3,3,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,12.61306
9545,1.0,80.0,5307.89,5011.209,12,3,2,51.19742,185.3908,5,3,3,4,5,3,3,4,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,12.8229
9546,1.0,25.0,84285.17,5490.224,7,4,0,56.31703,117.9388,3,4,3,3,2,3,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9.407861
9547,3.0,23.0,33186.785,3406.934,12,0,0,37.50261,136.0595,4,4,2,2,5,3,4,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,7.316312
9548,1.0,39.0,48000.03,4366.897,12,0,0,47.9937,170.8425,6,5,4,1,4,3,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,7.509476
9549,1.0,78.0,33186.785,5978.105,12,0,1,69.19621,200.0839,4,4,4,3,5,4,3,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,37.76147
9550,1.0,53.0,17580.02,5790.905,12,3,0,64.67477,91.41802,6,6,5,3,4,5,5,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.652562
9551,6.0,66.0,7266.18,5977.807,19,1,1,66.42151,164.133,4,3,4,4,1,5,5,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,12.02237
9552,0.0,27.0,85299.46,5880.677,9,0,0,66.4489,160.8106,4,5,2,3,4,3,6,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,10.63033
9553,1.0,39.0,20396.58,5926.831,9,1,0,68.03445,160.0269,4,4,4,4,2,5,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.553497
9554,0.0,22.0,95374.34,6631.579,7,0,1,36.19603,236.1212,2,2,2,5,1,3,4,4,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,7.721542
9555,2.0,36.0,13561.91,3382.424,13,2,0,36.19603,146.6841,4,4,3,3,2,4,3,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,5.933437
9556,1.0,51.0,29258.96,5923.028,14,2,0,67.26145,159.4198,2,3,3,3,4,3,2,3,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,8.353518
9557,0.0,34.0,99071.31,5420.43,9,0,1,36.19603,106.2044,4,5,4,3,5,2,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.965611
9558,1.0,53.0,59794.64,5838.5,14,3,0,60.7205,144.187,4,4,3,5,3,4,3,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,4.034951
9559,0.0,53.0,40426.46,5395.693,12,1,1,56.10936,173.7286,2,3,3,4,2,2,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9.467066
9560,1.0,53.0,11872.63,6312.284,14,1,2,65.52213,198.1322,3,4,3,2,5,3,3,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,9.479615
9561,2.0,43.0,47875.88,5703.525,18,3,0,55.88547,225.5645,6,5,6,1,4,6,6,3,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,13.75499
9562,1.0,61.0,32418.66,6209.35,11,0,1,66.80152,264.978,5,3,3,1,4,4,3,3,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,4.638608
9563,1.0,53.0,6148.24,4579.595,8,0,1,53.94013,147.2832,4,4,4,3,2,4,3,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11.29543
9564,3.0,53.0,30689.2,5736.047,15,2,1,59.8408,118.4011,3,4,4,2,3,3,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9.224934
9565,3.0,53.0,11319.45,5491.929,17,1,0,61.00345,184.2108,4,4,5,2,5,3,3,5,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,6.848625
9566,0.0,70.0,18840.87,5416.864,13,1,0,63.9229,172.6425,2,2,3,4,4,5,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,7.713014
9567,0.0,53.0,33186.785,4316.8,13,2,0,49.24329,169.1227,3,3,4,3,5,3,3,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,14.00916
9568,2.0,53.0,15201.62,4424.979,15,2,1,51.62267,148.8262,4,3,4,3,3,4,4,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.269128
9569,1.0,69.0,55779.85,4474.613,8,0,0,46.90599,146.3799,4,3,4,4,5,4,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,5.71547
9570,7.0,62.0,42608.15,6592.009,12,1,1,71.24412,116.887,4,3,3,2,4,3,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15.33106
9571,4.0,53.0,44717.94,5165.863,11,1,0,54.67286,187.3615,5,3,5,4,3,4,6,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,35.71407
9572,1.0,85.0,51302.57,6072.286,10,0,0,36.19603,172.4551,4,5,4,3,5,4,3,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,9.820873
9573,1.0,61.0,33186.785,3382.424,5,2,0,36.19603,140.0961,2,2,4,3,4,2,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,11.42865
9574,0.0,57.0,79842.59,4109.75,14,3,0,40.51042,175.9993,4,4,2,5,2,4,3,2,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,14.87636
9575,5.0,75.0,32800.57,6356.496,8,0,1,36.19603,173.379,3,2,3,3,4,5,2,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,13.88204
9576,1.0,64.0,18435.93,5275.614,13,0,0,61.50205,150.2441,3,4,3,5,2,3,4,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,13.36892
9577,1.0,46.0,33186.785,4716.874,7,2,0,53.98876,170.3314,4,2,3,5,2,5,3,4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,11.51542
9578,2.0,51.0,48667.37,5772.978,16,0,0,62.67368,159.5211,5,4,4,3,4,3,4,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,8.810724
9579,0.0,53.0,49464.15,6073.965,11,1,0,64.59012,171.6421,4,3,3,4,4,4,4,4,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,5.499864
9580,0.0,44.0,25727.59,5757.586,11,1,0,66.59987,162.9151,2,2,2,4,4,1,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,14.28173
9581,1.0,60.0,15148.5,5621.505,11,2,1,64.69309,160.7494,2,2,2,2,4,2,3,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,9.081134
9582,3.0,19.0,33186.785,3600.119,8,1,0,39.23379,138.0737,5,4,4,4,4,4,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,11.83779
9583,1.0,81.0,28781.12,5695.835,13,0,3,36.19603,147.71,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,10.13241
9584,0.0,54.0,30622.68,5426.49,12,0,0,63.37652,181.3736,4,4,4,3,5,3,4,5,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,15.1524
9585,10.0,24.0,3127.53,6391.664,11,1,2,36.19603,143.8593,3,4,2,3,3,3,5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,39.10472
9586,9.0,29.0,33186.785,6208.587,11,0,0,65.55348,93.87272,3,4,4,6,2,5,5,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,6.933086
9587,1.0,67.0,33333.79,5085.103,12,2,0,59.566,160.4038,2,3,3,3,4,3,3,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.56978
9588,4.0,53.0,30939.83,5638.314,14,2,1,66.56346,148.0675,4,5,4,4,4,5,5,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,7.153323
9589,4.0,66.0,9187.18,6310.456,12,0,0,65.00498,187.7879,3,4,4,4,3,4,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,9.678009
9590,1.0,56.0,10408.71,5296.606,15,3,0,58.53165,204.559,4,4,4,2,3,5,4,5,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,13.21043
9591,4.0,53.0,32835.55,4970.69,9,2,1,50.09713,174.7507,4,4,4,4,3,3,5,4,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,5.644961
9592,0.0,86.0,27069.07,4999.845,11,0,1,62.51438,112.1242,5,5,4,3,5,4,4,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11.47606
9593,3.0,54.0,17391.03,6147.578,11,0,1,70.14018,202.3844,5,5,5,3,4,5,4,5,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,14.74156
9594,10.0,76.0,33186.785,6209.832,11,0,2,63.3179,153.9846,4,4,4,2,6,3,3,3,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,10.74468
9595,1.0,46.0,62785.86,3382.424,12,0,0,54.41975,274.158,4,4,4,4,2,5,5,2,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,8.842148
9596,2.0,53.0,33186.785,5393.505,10,2,1,36.19603,168.9474,2,2,1,3,2,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,8.426174
9597,1.0,79.0,71846.74,3382.424,12,2,1,60.30933,92.4736,3,4,3,3,5,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.2342
9598,0.0,53.0,33186.785,5306.886,12,3,0,61.52544,162.5849,4,4,4,4,4,4,4,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,8.568202
9599,10.0,53.0,15978.58,4968.246,11,1,1,48.06765,130.8541,4,4,4,5,2,6,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.32401
9600,1.0,53.0,20880.14,5694.792,11,1,2,59.89979,214.6767,4,3,3,4,3,4,5,3,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,13.92947
9601,1.0,82.0,33186.785,5963.585,9,1,0,69.69551,175.2381,1,2,3,3,3,2,1,3,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,14.25224
9602,1.0,53.0,28122.28,5656.516,18,0,0,58.59926,197.0116,4,4,4,4,2,4,4,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,9.950611
9603,1.0,27.0,91852.43,4994.198,13,1,0,51.23358,131.0529,3,3,1,3,4,1,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,8.667141
9604,6.0,86.0,67650.26,6314.079,14,0,0,65.18501,155.7271,3,4,5,2,3,5,3,4,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,10.90164
9605,3.0,53.0,27006.97,6001.171,8,1,0,60.4105,206.6895,4,3,4,4,3,3,4,3,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,11.981
9606,1.0,53.0,11645.59,6293.106,10,2,0,36.19603,193.9478,3,4,4,5,3,3,3,4,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,13.04638
9607,3.0,73.0,54703.41,5605.585,13,0,0,67.11266,101.1449,2,3,3,4,2,3,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6.108444
9608,0.0,59.0,60081.33,3767.367,18,2,1,42.22849,173.4781,4,5,4,3,3,4,4,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,9.344931
9609,3.0,78.0,23467.12,5020.536,15,1,0,54.12547,187.7917,4,4,4,4,4,5,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3.344496
9610,1.0,53.0,36901.27,3382.424,12,3,1,64.05212,127.2519,4,4,4,2,4,3,5,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,10.15353
9611,2.0,53.0,69043.68,6004.101,12,1,2,70.18387,160.1478,2,4,4,3,4,2,4,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,7.873132
9612,1.0,53.0,47563.06,5876.564,12,2,1,67.50401,202.8546,3,4,2,4,4,3,4,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,8.108796
9613,0.0,53.0,67402.55,5276.526,10,0,1,62.29043,115.3963,3,4,3,3,3,3,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12.41413
9614,1.0,45.0,73691.96,5938.713,19,0,1,64.49478,253.8237,3,3,4,5,2,4,3,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,6.737585
9615,3.0,40.0,130319.3,5702.684,9,1,0,61.57299,221.8752,3,4,2,2,5,3,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6.254019
9616,3.0,20.0,53680.57,5231.66,9,0,0,51.4383,245.4427,2,3,2,3,4,2,3,2,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,13.91805
9617,1.0,88.0,13135.95,4492.694,9,0,0,49.57035,241.3523,2,2,4,3,4,3,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,11.88528
9618,1.0,59.0,40880.45,6417.049,13,1,0,71.28275,147.7356,3,3,2,3,3,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9.485498
9619,1.0,36.0,68930.4,5731.574,14,1,0,64.90439,140.1069,4,3,4,3,5,3,3,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,8.59982
9620,1.0,53.0,58726.65,5508.351,14,0,0,59.7267,152.3179,3,4,3,3,4,4,4,4,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,10.36851
9621,4.0,75.0,47075.22,5628.747,16,1,0,56.16716,219.1674,4,4,4,5,2,4,5,4,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,8.054716
9622,3.0,70.0,33502.78,5808.104,9,0,0,36.19603,250.9208,3,3,3,5,3,4,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,37.03164
9623,10.0,79.0,42222.25,6432.294,14,1,4,68.03324,173.1707,4,5,5,3,5,3,4,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,10.02942
9624,1.0,35.0,60405.56,5710.355,15,2,0,36.19603,143.7127,5,5,6,3,3,3,4,5,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,7.367551
9625,1.0,75.0,13111.46,6265.321,13,0,1,66.38094,246.0693,3,2,3,3,5,3,2,2,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,9.651558
9626,1.0,62.0,32250.13,5571.247,11,4,1,62.38737,214.8872,3,3,4,4,3,3,4,4,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,14.08769
9627,6.0,37.0,33186.785,5803.991,9,3,0,62.12984,199.5092,3,2,4,4,3,2,4,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,10.47967
9628,0.0,53.0,18366.04,6618.32,10,1,0,66.62855,251.6575,4,5,5,3,2,5,4,3,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,39.41393
9629,1.0,46.0,33186.785,5478.106,10,1,0,63.01465,118.6151,4,3,2,3,2,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.809151
9630,0.0,79.0,33186.785,5231.544,18,2,1,64.00501,124.0083,4,2,3,2,5,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.59409
9631,7.0,54.0,19826.85,4721.806,14,0,0,50.74296,204.295,2,2,1,4,3,3,4,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,4.824389
9632,1.0,52.0,37615.99,4395.875,10,2,1,46.43864,96.3418,4,4,4,3,4,3,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.25602
9633,1.0,39.0,33186.785,6814.25,6,0,0,71.62561,182.8302,5,5,4,6,3,4,4,4,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,5.96196
9634,1.0,82.0,70308.97,6112.431,15,0,2,71.4569,169.7243,4,4,4,4,4,3,3,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,13.61431
9635,2.0,49.0,33186.785,5441.651,10,1,1,52.67702,222.959,4,5,3,5,2,3,5,3,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,9.236686
9636,4.0,53.0,30566.35,6127.671,13,0,0,36.19603,150.5138,3,3,3,3,4,4,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,16.19147
9637,1.0,60.0,33186.785,4544.638,8,3,1,51.84838,169.1736,2,3,3,4,3,4,3,2,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,12.11965
9638,2.0,53.0,33186.785,6752.653,20,0,0,68.37019,267.1296,3,3,3,5,3,3,4,4,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,8.996706
9639,4.0,53.0,149952.7,6140.576,7,1,0,67.85943,217.5437,2,2,2,4,3,3,3,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,36.6734
9640,2.0,80.0,13665.54,6220.115,11,1,1,67.26893,150.3702,4,4,2,4,4,4,5,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,8.915556
9641,0.0,62.0,33186.785,4806.825,9,1,0,52.4705,195.3839,3,3,3,5,3,3,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,11.03591
